machine,modele,quantification,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,Llama-3.2-1B,Q4_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,3,16,1.16,2.78113537329147e-06,10.0,6.9,4.7,6.11
Pi5,Llama-3.2-1B,Q4_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,4,16,1.25,2.8986550110244033e-06,10.4,6.2,4.0,5.48
Pi5,Llama-3.2-1B,Q4_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,16,5,16,1.17,2.7951225406003623e-06,10.1,6.1,4.1,6.07
Pi5,Llama-3.2-1B,Q4_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,1,16,1.44,3.5924600862013408e-06,12.9,7.8,5.5,6.37
Pi5,Llama-3.2-1B,Q4_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,2,16,1.17,2.7964285297909594e-06,10.1,6.8,4.6,6.07
Pi5,Llama-3.2-1B,Q4_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,3,16,1.16,2.791069562377476e-06,10.0,5.4,3.6,6.15
Pi5,Llama-3.2-1B,Q4_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,4,16,1.17,2.7994850030287224e-06,10.1,6.2,4.0,5.52
Pi5,Llama-3.2-1B,Q4_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,16,5,16,1.25,2.9075186315163327e-06,10.5,6.6,4.4,5.89
Pi5,Llama-3.2-1B,Q4_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,1,16,1.64,4.0958718958017364e-06,14.7,9.6,6.8,6.59
Pi5,Llama-3.2-1B,Q4_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,2,16,1.17,2.791768880126336e-06,10.1,6.5,4.3,5.74
Pi5,Llama-3.2-1B,Q4_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,3,16,1.16,2.7866069886460287e-06,10.0,6.3,4.1,5.58
Pi5,Llama-3.2-1B,Q4_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,4,16,1.16,2.7929933413098913e-06,10.1,6.6,4.4,5.86
Pi5,Llama-3.2-1B,Q4_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,16,5,16,1.16,2.786020547233012e-06,10.0,6.1,4.1,6.05
Pi5,Llama-3.2-1B,Q4_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,1,16,1.6,4.00532123973411e-06,14.4,8.9,6.3,6.52
Pi5,Llama-3.2-1B,Q4_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,2,16,1.15,2.7669148500673273e-06,10.0,6.9,4.6,6.11
Pi5,Llama-3.2-1B,Q4_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,3,16,1.16,2.7863830753753985e-06,10.0,6.8,4.5,6.01
Pi5,Llama-3.2-1B,Q4_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,4,16,1.17,2.8048440924963046e-06,10.1,6.9,4.6,6.11
Pi5,Llama-3.2-1B,Q4_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,16,5,16,1.17,2.799678771703653e-06,10.1,6.9,4.7,6.1
Pi5,Llama-3.2-1B,Q4_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,1,16,1.49,3.7666716233856625e-06,13.6,8.2,5.6,6.01
Pi5,Llama-3.2-1B,Q4_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,2,16,1.16,2.7861714690682444e-06,10.0,6.9,4.7,6.16
Pi5,Llama-3.2-1B,Q4_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,3,16,1.17,2.802185613775076e-06,10.1,6.8,4.6,6.02
Pi5,Llama-3.2-1B,Q4_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,4,16,1.25,2.901576104838102e-06,10.4,6.4,4.2,5.65
Pi5,Llama-3.2-1B,Q4_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,16,5,16,1.17,2.8075765057687584e-06,10.1,6.9,4.7,6.12
Pi5,Llama-3.2-1B,Q4_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,1,16,1.49,3.8053699669601183e-06,13.7,8.2,5.5,6.04
Pi5,Llama-3.2-1B,Q4_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,2,16,1.17,2.8040499418407894e-06,10.1,6.8,4.5,6.01
Pi5,Llama-3.2-1B,Q4_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,3,16,1.17,2.794632617889867e-06,10.1,6.1,4.1,6.05
Pi5,Llama-3.2-1B,Q4_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,4,16,1.16,2.7801606382565305e-06,10.0,5.6,3.9,6.26
Pi5,Llama-3.2-1B,Q4_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,16,5,16,1.16,2.7769379135494748e-06,10.0,6.8,4.5,6.03
Pi5,Llama-3.2-1B,Q4_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,1,16,1.63,4.068986983754191e-06,14.6,9.6,6.6,6.2
Pi5,Llama-3.2-1B,Q4_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,2,16,1.17,2.804605600308307e-06,10.1,6.7,4.4,5.91
Pi5,Llama-3.2-1B,Q4_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,3,16,1.25,2.9014254153148267e-06,10.4,6.1,4.0,5.46
Pi5,Llama-3.2-1B,Q4_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,4,16,1.16,2.782116784786367e-06,10.0,6.8,4.5,5.97
Pi5,Llama-3.2-1B,Q4_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,16,5,16,1.19,2.8348863402971245e-06,10.2,7.0,4.7,6.19
Pi5,Llama-3.2-1B,Q4_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,1,16,1.6,4.0221758128220854e-06,14.5,10.3,7.4,7.06
Pi5,Llama-3.2-1B,Q4_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,2,16,1.16,2.780693462258588e-06,10.0,6.3,4.1,5.6
Pi5,Llama-3.2-1B,Q4_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,3,16,1.17,2.794131230766228e-06,10.1,6.8,4.6,6.02
Pi5,Llama-3.2-1B,Q4_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,4,16,1.16,2.7898643473150722e-06,10.0,5.7,3.7,5.71
Pi5,Llama-3.2-1B,Q4_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,16,5,16,1.17,2.795085120751828e-06,10.1,6.7,4.4,5.92
Pi5,Llama-3.2-1B,Q4_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,1,16,1.63,4.0776198581481244e-06,14.7,11.0,7.9,6.94
Pi5,Llama-3.2-1B,Q4_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,2,16,1.25,2.8947497344594923e-06,10.4,6.0,3.8,5.31
Pi5,Llama-3.2-1B,Q4_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,3,16,1.17,2.7950299858123996e-06,10.1,6.6,4.4,5.9
Pi5,Llama-3.2-1B,Q4_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,4,16,1.17,2.7999236389795115e-06,10.1,6.7,4.4,5.91
Pi5,Llama-3.2-1B,Q4_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,16,5,16,1.16,2.7883409627537045e-06,10.0,6.0,4.0,5.98
Pi5,Llama-3.2-1B,Q4_K_M,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,1,16,1.68,4.159792157647212e-06,15.0,10.8,7.8,6.82
Pi5,Llama-3.2-1B,Q4_K_M,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,2,16,1.17,2.7900082255505782e-06,10.0,5.4,3.5,5.96
Pi5,Llama-3.2-1B,Q4_K_M,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,3,16,1.17,2.7957278788772626e-06,10.1,6.6,4.4,5.84
Pi5,Llama-3.2-1B,Q4_K_M,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,4,16,1.17,2.7976118195266994e-06,10.1,6.3,4.0,5.58
Pi5,Llama-3.2-1B,Q4_K_M,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,16,5,16,1.15,2.7733075333844703e-06,10.0,6.5,4.3,5.81
Pi5,Llama-3.2-1B,Q4_K_M,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,1,16,2.23,5.5223615833379695e-06,19.9,15.0,11.0,7.04
Pi5,Llama-3.2-1B,Q4_K_M,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,2,16,1.16,2.7748079550054153e-06,10.0,5.3,3.6,5.94
Pi5,Llama-3.2-1B,Q4_K_M,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,3,16,1.15,2.7628232231313546e-06,9.9,6.2,4.2,6.21
Pi5,Llama-3.2-1B,Q4_K_M,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,4,16,1.15,2.764642788585905e-06,10.0,6.3,4.1,5.61
Pi5,Llama-3.2-1B,Q4_K_M,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,16,5,16,1.15,2.758920379403432e-06,9.9,5.2,3.3,5.23
Pi5,Llama-3.2-1B,Q4_K_M,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,1,16,1.49,3.813358325285973e-06,13.7,8.5,5.9,6.28
Pi5,Llama-3.2-1B,Q4_K_M,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,2,16,1.25,2.8961080917515697e-06,10.4,6.4,4.2,5.68
Pi5,Llama-3.2-1B,Q4_K_M,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,3,16,1.16,2.7737672291706306e-06,10.0,6.6,4.3,5.84
Pi5,Llama-3.2-1B,Q4_K_M,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,4,16,1.16,2.774998883703071e-06,10.0,6.1,4.1,6.1
Pi5,Llama-3.2-1B,Q4_K_M,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,16,5,16,1.16,2.776540323416727e-06,10.0,7.1,4.8,6.31
Pi5,Llama-3.2-1B,Q4_K_M,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,1,16,1.55,3.925783149367944e-06,14.1,8.5,6.0,6.23
Pi5,Llama-3.2-1B,Q4_K_M,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,2,16,1.15,2.772734934272418e-06,10.0,6.4,4.1,5.69
Pi5,Llama-3.2-1B,Q4_K_M,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,3,16,1.16,2.7739071281096927e-06,10.0,6.7,4.4,5.9
Pi5,Llama-3.2-1B,Q4_K_M,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,4,16,1.16,2.7732323953865052e-06,10.0,6.6,4.4,5.87
Pi5,Llama-3.2-1B,Q4_K_M,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,16,5,16,1.16,2.7747607170156564e-06,10.0,6.9,4.6,6.16
Pi5,Llama-3.2-1B,Q4_K_M,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,1,16,1.56,3.919839368567465e-06,14.1,8.6,6.0,6.39
Pi5,Llama-3.2-1B,Q4_K_M,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,2,16,1.15,2.765817159758302e-06,10.0,6.9,4.6,6.12
Pi5,Llama-3.2-1B,Q4_K_M,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,3,16,1.16,2.7726512705823726e-06,10.0,5.4,3.6,5.99
Pi5,Llama-3.2-1B,Q4_K_M,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,4,16,1.16,2.7825667456507316e-06,10.0,6.3,4.1,5.58
Pi5,Llama-3.2-1B,Q4_K_M,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,16,5,16,1.17,2.7898144446148615e-06,10.0,6.6,4.3,5.84
Pi5,Llama-3.2-1B,Q4_K_M,Does cognitive empathy exist?,court,29,64,1,64,4.59,9.43695623555057e-06,34.0,27.2,18.2,6.06
Pi5,Llama-3.2-1B,Q4_K_M,Does cognitive empathy exist?,court,29,64,2,64,4.54,9.378477395953682e-06,33.8,26.9,18.2,6.18
Pi5,Llama-3.2-1B,Q4_K_M,Does cognitive empathy exist?,court,29,64,3,64,4.52,9.339924348067497e-06,33.6,28.1,19.0,6.26
Pi5,Llama-3.2-1B,Q4_K_M,Does cognitive empathy exist?,court,29,64,4,64,4.54,9.442881315527939e-06,34.0,27.9,18.8,6.19
Pi5,Llama-3.2-1B,Q4_K_M,Does cognitive empathy exist?,court,29,64,5,64,4.54,9.346847708020614e-06,33.6,27.7,18.9,6.33
Pi5,Llama-3.2-1B,Q4_K_M,Generate a movie review,court,23,64,1,64,4.54,9.368792140926473e-06,33.7,27.7,18.7,6.21
Pi5,Llama-3.2-1B,Q4_K_M,Generate a movie review,court,23,64,2,64,4.54,9.425881223556722e-06,33.9,28.1,19.0,6.31
Pi5,Llama-3.2-1B,Q4_K_M,Generate a movie review,court,23,64,3,64,4.53,9.355439212578956e-06,33.7,26.9,17.8,5.97
Pi5,Llama-3.2-1B,Q4_K_M,Generate a movie review,court,23,64,4,64,4.53,9.340143719557612e-06,33.6,28.3,19.2,6.28
Pi5,Llama-3.2-1B,Q4_K_M,Generate a movie review,court,23,64,5,64,4.55,9.438371988327985e-06,34.0,26.5,17.8,6.12
Pi5,Llama-3.2-1B,Q4_K_M,Identify popular dishes in Mexico.,court,34,64,1,64,4.64,9.55365740694233e-06,34.4,29.9,20.7,6.49
Pi5,Llama-3.2-1B,Q4_K_M,Identify popular dishes in Mexico.,court,34,64,2,64,4.54,9.345371459069087e-06,33.6,26.7,18.0,6.14
Pi5,Llama-3.2-1B,Q4_K_M,Identify popular dishes in Mexico.,court,34,64,3,64,4.53,9.372536271082836e-06,33.7,28.2,19.2,6.25
Pi5,Llama-3.2-1B,Q4_K_M,Identify popular dishes in Mexico.,court,34,64,4,64,4.54,9.366785182024794e-06,33.7,27.4,18.4,6.12
Pi5,Llama-3.2-1B,Q4_K_M,Identify popular dishes in Mexico.,court,34,64,5,64,4.53,9.345698194079055e-06,33.6,28.2,19.1,6.29
Pi5,Llama-3.2-1B,Q4_K_M,What is unique about a hyperbole?,court,33,64,1,64,4.63,9.520136350713813e-06,34.3,27.6,18.7,6.19
Pi5,Llama-3.2-1B,Q4_K_M,What is unique about a hyperbole?,court,33,64,2,64,4.53,9.376357428557146e-06,33.8,28.3,19.1,6.27
Pi5,Llama-3.2-1B,Q4_K_M,What is unique about a hyperbole?,court,33,64,3,64,4.54,9.344729524830306e-06,33.6,26.7,17.7,5.95
Pi5,Llama-3.2-1B,Q4_K_M,What is unique about a hyperbole?,court,33,64,4,64,4.53,9.36408780136034e-06,33.7,27.5,18.4,6.2
Pi5,Llama-3.2-1B,Q4_K_M,What is unique about a hyperbole?,court,33,64,5,64,4.53,9.401962544916097e-06,33.8,28.3,19.2,6.29
Pi5,Llama-3.2-1B,Q4_K_M,Write an emergency response plan,court,32,64,1,64,4.57,9.403126637392834e-06,33.9,28.2,19.0,6.25
Pi5,Llama-3.2-1B,Q4_K_M,Write an emergency response plan,court,32,64,2,64,4.53,9.386041557864171e-06,33.8,28.0,19.0,6.21
Pi5,Llama-3.2-1B,Q4_K_M,Write an emergency response plan,court,32,64,3,64,4.53,9.335412155749018e-06,33.6,27.6,18.9,6.3
Pi5,Llama-3.2-1B,Q4_K_M,Write an emergency response plan,court,32,64,4,64,4.52,9.381203894064249e-06,33.8,28.0,19.1,6.26
Pi5,Llama-3.2-1B,Q4_K_M,Write an emergency response plan,court,32,64,5,64,4.54,9.374395593644182e-06,33.7,27.3,18.5,6.23
Pi5,Llama-3.2-1B,Q4_K_M,Generate a quiz about physics.,court,30,64,1,64,4.61,9.494920374254184e-06,34.2,27.0,18.2,6.16
Pi5,Llama-3.2-1B,Q4_K_M,Generate a quiz about physics.,court,30,64,2,64,4.52,9.389048299791607e-06,33.8,27.8,19.0,6.33
Pi5,Llama-3.2-1B,Q4_K_M,Generate a quiz about physics.,court,30,64,3,64,4.51,9.344159733447458e-06,33.6,27.5,18.6,6.16
Pi5,Llama-3.2-1B,Q4_K_M,Generate a quiz about physics.,court,30,64,4,64,4.54,9.39115366152154e-06,33.8,28.0,18.9,6.21
Pi5,Llama-3.2-1B,Q4_K_M,Generate a quiz about physics.,court,30,64,5,64,4.51,9.306388011894653e-06,33.5,27.0,17.9,6.07
Pi5,Llama-3.2-1B,Q4_K_M,Develop a metaphor for hope.,court,28,64,1,64,4.63,9.53273959750842e-06,34.3,28.3,18.9,6.14
Pi5,Llama-3.2-1B,Q4_K_M,Develop a metaphor for hope.,court,28,64,2,64,4.52,9.341240907328299e-06,33.6,28.0,19.1,6.26
Pi5,Llama-3.2-1B,Q4_K_M,Develop a metaphor for hope.,court,28,64,3,64,4.55,9.374016277968308e-06,33.7,27.3,18.6,6.28
Pi5,Llama-3.2-1B,Q4_K_M,Develop a metaphor for hope.,court,28,64,4,64,4.54,9.349845345459209e-06,33.7,27.3,18.4,6.25
Pi5,Llama-3.2-1B,Q4_K_M,Develop a metaphor for hope.,court,28,64,5,64,4.58,9.43867185946358e-06,34.0,27.8,18.9,6.24
Pi5,Llama-3.2-1B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,64,1,64,4.69,9.618053073936927e-06,34.6,28.2,19.2,6.28
Pi5,Llama-3.2-1B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,64,2,64,4.54,9.357712563757858e-06,33.7,27.0,18.1,6.0
Pi5,Llama-3.2-1B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,64,3,64,4.53,9.371956199662871e-06,33.7,26.7,17.9,6.12
Pi5,Llama-3.2-1B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,64,4,64,4.53,9.347595099029222e-06,33.7,27.3,18.3,6.12
Pi5,Llama-3.2-1B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,64,5,64,4.55,9.383541801764042e-06,33.8,27.9,19.0,6.26
Pi5,Llama-3.2-1B,Q4_K_M,Describe the primary colors.,court,28,64,1,64,4.6,9.48037717007668e-06,34.1,28.1,19.0,6.2
Pi5,Llama-3.2-1B,Q4_K_M,Describe the primary colors.,court,28,64,2,64,4.53,9.407585516806999e-06,33.9,28.4,19.3,6.38
Pi5,Llama-3.2-1B,Q4_K_M,Describe the primary colors.,court,28,64,3,64,4.52,9.347935381541639e-06,33.7,27.6,18.8,6.3
Pi5,Llama-3.2-1B,Q4_K_M,Describe the primary colors.,court,28,64,4,64,4.54,9.360867897996977e-06,33.7,27.3,18.4,6.22
Pi5,Llama-3.2-1B,Q4_K_M,Describe the primary colors.,court,28,64,5,64,4.61,9.512735754976655e-06,34.2,27.6,18.7,6.15
Pi5,Llama-3.2-1B,Q4_K_M,Name two first aid treatments for a cut.,court,40,64,1,62,4.56,9.435212409181393e-06,34.0,26.9,18.3,6.18
Pi5,Llama-3.2-1B,Q4_K_M,Name two first aid treatments for a cut.,court,40,64,2,64,4.58,9.401817317413178e-06,33.8,27.6,18.6,6.19
Pi5,Llama-3.2-1B,Q4_K_M,Name two first aid treatments for a cut.,court,40,64,3,64,4.54,9.395614429508737e-06,33.8,28.1,19.0,6.26
Pi5,Llama-3.2-1B,Q4_K_M,Name two first aid treatments for a cut.,court,40,64,4,64,4.54,9.38912559976634e-06,33.8,28.1,19.0,6.24
Pi5,Llama-3.2-1B,Q4_K_M,Name two first aid treatments for a cut.,court,40,64,5,64,4.56,9.46850244754439e-06,34.1,27.6,18.7,6.16
Pi5,Llama-3.2-1B,Q4_K_M,Write one sentence about handwashing.,court,37,64,1,64,4.63,9.557062560042799e-06,34.4,27.6,18.6,6.2
Pi5,Llama-3.2-1B,Q4_K_M,Write one sentence about handwashing.,court,37,64,2,64,4.53,9.314408100037365e-06,33.5,28.3,19.2,6.29
Pi5,Llama-3.2-1B,Q4_K_M,Write one sentence about handwashing.,court,37,64,3,64,4.53,9.362935973550203e-06,33.7,27.0,18.3,6.17
Pi5,Llama-3.2-1B,Q4_K_M,Write one sentence about handwashing.,court,37,64,4,64,4.51,9.304170825347609e-06,33.5,27.8,19.0,6.39
Pi5,Llama-3.2-1B,Q4_K_M,Write one sentence about handwashing.,court,37,64,5,64,4.55,9.341302778393456e-06,33.6,27.0,18.2,6.2
Pi5,Llama-3.2-1B,Q4_K_M,Who is Samantha Andrews?,court,24,64,1,64,4.58,9.431116895270934e-06,34.0,28.0,18.9,6.21
Pi5,Llama-3.2-1B,Q4_K_M,Who is Samantha Andrews?,court,24,64,2,64,4.54,9.494950530280546e-06,34.2,27.0,18.2,6.23
Pi5,Llama-3.2-1B,Q4_K_M,Who is Samantha Andrews?,court,24,64,3,64,4.51,9.346036166387195e-06,33.6,27.5,18.6,6.27
Pi5,Llama-3.2-1B,Q4_K_M,Who is Samantha Andrews?,court,24,64,4,64,4.54,9.363063357419109e-06,33.7,28.1,19.1,6.28
Pi5,Llama-3.2-1B,Q4_K_M,Who is Samantha Andrews?,court,24,64,5,64,4.53,9.375137464000497e-06,33.8,28.4,19.3,6.33
Pi5,Llama-3.2-1B,Q4_K_M,What year did WW2 start?,court,24,64,1,22,1.73,4.207828555785719e-06,15.1,10.2,6.8,6.07
Pi5,Llama-3.2-1B,Q4_K_M,What year did WW2 start?,court,24,64,2,22,1.65,4.098347405624842e-06,14.8,9.7,6.5,6.12
Pi5,Llama-3.2-1B,Q4_K_M,What year did WW2 start?,court,24,64,3,22,1.64,4.049677396205286e-06,14.6,9.3,6.1,5.92
Pi5,Llama-3.2-1B,Q4_K_M,What year did WW2 start?,court,24,64,4,22,1.64,4.0599406571829035e-06,14.6,8.4,5.5,5.79
Pi5,Llama-3.2-1B,Q4_K_M,What year did WW2 start?,court,24,64,5,22,1.64,4.060607070115821e-06,14.6,8.6,5.7,5.93
Pi5,Llama-3.2-1B,Q4_K_M,Give 10 features of the sun.,court,28,64,1,64,4.61,9.509110977143473e-06,34.2,28.8,19.5,6.27
Pi5,Llama-3.2-1B,Q4_K_M,Give 10 features of the sun.,court,28,64,2,64,4.54,9.407712177672673e-06,33.9,28.3,19.2,6.28
Pi5,Llama-3.2-1B,Q4_K_M,Give 10 features of the sun.,court,28,64,3,64,4.53,9.399698897726557e-06,33.8,26.1,17.6,6.14
