machine,modele,quantification,n_threads,n_ctx,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,64,2,64,7.4,1.1158124586197913e-05,40.2,31.0,19.3,4.26
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,64,3,64,7.29,1.1025009050032793e-05,39.7,31.7,19.9,4.48
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,64,1,64,7.33,1.1070357789848022e-05,39.9,31.9,20.0,4.45
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,64,2,64,7.31,1.1050731627978566e-05,39.8,31.0,19.4,4.34
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,64,3,64,7.42,1.1189027074214028e-05,40.3,32.1,20.3,4.4
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,64,1,64,7.29,1.10297873160939e-05,39.7,32.5,20.7,4.47
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,64,2,64,7.27,1.09846701976222e-05,39.5,32.2,20.4,4.51
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,64,3,64,7.3,1.1295183508593964e-05,40.7,31.8,20.4,4.52
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,64,1,64,7.43,1.1240790832466185e-05,40.5,32.7,20.9,4.51
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,64,2,64,7.42,1.1212897950885393e-05,40.4,32.0,20.2,4.41
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,64,3,64,7.44,1.1259960791281836e-05,40.5,33.1,20.9,4.48
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,64,1,64,7.29,1.1046081727182356e-05,39.8,32.8,20.4,4.52
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,64,2,64,7.29,1.1072207107167101e-05,39.9,31.6,20.0,4.47
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,64,3,64,7.29,1.101634464660172e-05,39.7,31.9,20.1,4.41
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Construct a query that returns information about the Eiffel Tower.,moyen,66,64,1,64,7.29,1.1028742196588283e-05,39.7,31.5,19.9,4.48
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Construct a query that returns information about the Eiffel Tower.,moyen,66,64,2,64,7.27,1.098468415666751e-05,39.5,31.8,20.2,4.46
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Construct a query that returns information about the Eiffel Tower.,moyen,66,64,3,64,7.27,1.0972140720444643e-05,39.5,30.9,19.4,4.39
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,64,1,64,7.54,1.1413804750446058e-05,41.1,33.3,21.5,4.49
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,64,2,64,7.51,1.1359428823848505e-05,40.9,34.0,21.8,4.54
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,64,3,64,7.51,1.1369650541619548e-05,40.9,33.0,20.8,4.42
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"What are the different types of characters in the given play?
Macbeth",moyen,69,64,1,64,7.29,1.101182655240806e-05,39.6,32.0,20.3,4.53
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"What are the different types of characters in the given play?
Macbeth",moyen,69,64,2,64,7.39,1.1143182360714984e-05,40.1,31.8,20.1,4.38
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"What are the different types of characters in the given play?
Macbeth",moyen,69,64,3,64,7.3,1.107608859306937e-05,39.9,31.3,19.8,4.37
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,64,1,64,7.4,1.1174140361822603e-05,40.2,31.6,19.8,4.34
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,64,2,64,7.38,1.1147119068616807e-05,40.1,31.8,20.2,4.44
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,64,3,64,7.38,1.1144685100639807e-05,40.1,31.9,20.2,4.49
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Identify the most suitable adverb for the following sentence
She works",moyen,70,64,1,31,3.72,6.2509042034336544e-06,22.5,16.4,10.7,4.62
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Identify the most suitable adverb for the following sentence
She works",moyen,70,64,2,31,3.73,6.269655562342861e-06,22.6,16.7,10.7,4.68
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Identify the most suitable adverb for the following sentence
She works",moyen,70,64,3,31,3.77,6.322981080368287e-06,22.8,16.1,10.2,4.42
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,64,1,19,2.43,4.514086889885699e-06,16.3,10.1,6.3,4.52
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,64,2,19,2.44,4.528008820913131e-06,16.3,10.6,6.9,4.74
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,64,3,19,2.45,4.538260413911752e-06,16.3,10.8,6.9,4.45
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,64,1,64,7.29,1.1015383067076912e-05,39.7,31.3,19.8,4.46
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,64,2,64,7.3,1.102820440317548e-05,39.7,31.9,20.4,4.53
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,64,3,64,7.39,1.1219924707248001e-05,40.4,32.5,20.5,4.47
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,64,1,64,7.4,1.1162337758021629e-05,40.2,31.2,19.4,4.28
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,64,2,64,7.28,1.1006550240559827e-05,39.6,30.5,19.1,4.38
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,64,3,64,7.26,1.0960695030106368e-05,39.5,31.0,19.4,4.39
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Describe the concept of artificial intelligence in your own words.,moyen,66,64,1,64,7.2,1.0878996161215445e-05,39.2,30.7,19.3,4.36
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Describe the concept of artificial intelligence in your own words.,moyen,66,64,2,64,7.24,1.0950479943240398e-05,39.4,31.5,19.9,4.43
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Describe the concept of artificial intelligence in your own words.,moyen,66,64,3,64,7.24,1.093954144368456e-05,39.4,30.2,18.9,4.31
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Follow the given example and create a poem about a passionate sunset.,moyen,69,64,1,64,7.3,1.1024772953655093e-05,39.7,32.4,20.4,4.46
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Follow the given example and create a poem about a passionate sunset.,moyen,69,64,2,64,7.29,1.1024492582359387e-05,39.7,31.1,19.3,4.42
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Follow the given example and create a poem about a passionate sunset.,moyen,69,64,3,64,7.28,1.099672376380332e-05,39.6,31.2,19.6,4.42
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,64,1,64,7.54,1.1443282320249883e-05,41.2,33.5,21.2,4.51
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,64,2,64,7.52,1.1376245908213667e-05,41.0,32.9,20.8,4.46
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,64,3,64,7.53,1.1395178444713756e-05,41.0,34.0,22.1,4.6
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,64,1,64,7.69,1.162502581433668e-05,41.9,34.0,21.4,4.55
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,64,2,64,7.62,1.151529565185217e-05,41.5,33.7,21.6,4.49
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,64,3,64,7.64,1.1549080132022072e-05,41.6,33.9,22.0,4.63
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,64,1,64,7.42,1.122209926612265e-05,40.4,32.8,20.8,4.44
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,64,2,64,7.42,1.1233899051655401e-05,40.4,32.7,20.6,4.49
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,64,3,64,7.4,1.1188476107760147e-05,40.3,32.8,21.0,4.53
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,64,1,64,7.57,1.1437439654353106e-05,41.2,34.1,22.0,4.56
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,64,2,64,7.62,1.1554644042995568e-05,41.6,32.9,20.5,4.39
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,64,3,64,7.61,1.1501533598583502e-05,41.4,32.4,20.2,4.33
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,64,1,64,7.55,1.1421763635310052e-05,41.1,34.0,21.9,4.58
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,64,2,64,7.53,1.1387573981207225e-05,41.0,34.6,22.4,4.63
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,64,3,64,7.56,1.1430171386010687e-05,41.1,34.2,22.4,4.65
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,64,1,64,7.45,1.1338012473995245e-05,40.8,32.8,20.8,4.43
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,64,2,64,7.49,1.1314157614542374e-05,40.7,32.0,20.2,4.34
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,64,3,64,7.5,1.1325515963204957e-05,40.8,32.9,20.9,4.46
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,64,1,64,7.46,1.1280474678403994e-05,40.6,31.5,20.0,4.41
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,64,2,64,7.45,1.1247912345509141e-05,40.5,31.6,20.0,4.41
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,64,3,64,7.62,1.1504849453493176e-05,41.4,33.5,21.3,4.47
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,64,1,64,7.62,1.1511202998438184e-05,41.4,33.2,20.9,4.37
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,64,2,64,7.72,1.164838969582963e-05,41.9,34.6,22.2,4.56
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,64,3,64,7.59,1.1456914427752035e-05,41.2,33.0,20.8,4.42
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,64,1,64,7.54,1.1399672072168436e-05,41.0,33.5,21.4,4.53
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,64,2,64,7.54,1.1401743040607221e-05,41.0,33.5,21.4,4.54
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,64,3,64,7.54,1.1390608412745416e-05,41.0,32.4,20.5,4.45
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,64,1,64,7.59,1.1468521779897043e-05,41.3,33.5,21.4,4.53
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,64,2,64,7.62,1.1512507825175653e-05,41.4,33.5,21.3,4.47
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,64,3,64,7.59,1.1477459856186156e-05,41.3,33.9,22.0,4.59
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,64,1,64,7.67,1.158260679774106e-05,41.7,35.4,22.9,4.63
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,64,2,64,7.62,1.1497368574505353e-05,41.4,34.6,22.2,4.55
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,64,3,64,7.65,1.1610503586296634e-05,41.8,35.0,22.4,4.59
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,64,1,64,8.22,1.2853651763995608e-05,46.3,40.8,27.2,5.0
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,64,2,64,8.21,1.2670452052029306e-05,45.6,38.5,25.2,4.71
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,64,3,64,8.3,1.2974061407982775e-05,46.7,39.5,26.3,4.84
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,64,1,64,7.46,1.1280861311672021e-05,40.6,33.6,21.7,4.55
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,64,2,64,7.47,1.1376367923009666e-05,41.0,33.4,21.1,4.52
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,64,3,64,7.47,1.1303072252014811e-05,40.7,32.5,20.4,4.41
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,64,1,64,7.52,1.1380891947887717e-05,41.0,34.9,22.7,4.66
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,64,2,64,7.53,1.1387048728595728e-05,41.0,34.0,21.8,4.53
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,64,3,64,7.51,1.1360377566410431e-05,40.9,32.3,20.7,4.49
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,64,1,64,7.57,1.1442370958085267e-05,41.2,34.6,22.2,4.59
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,64,2,64,7.56,1.1442069334645755e-05,41.2,32.7,20.4,4.42
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,64,3,64,7.56,1.1426214766351312e-05,41.1,33.7,21.8,4.57
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Does cognitive empathy exist?,court,29,256,1,256,28.77,3.933641907765954e-05,141.6,124.3,77.3,4.34
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Does cognitive empathy exist?,court,29,256,2,256,28.66,3.911857430393683e-05,140.8,124.8,78.2,4.38
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Does cognitive empathy exist?,court,29,256,3,256,28.66,3.91355391324154e-05,140.9,123.1,76.5,4.34
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Generate a movie review,court,23,256,1,256,28.63,3.9163476896273974e-05,141.0,124.9,78.5,4.4
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Generate a movie review,court,23,256,2,256,28.62,3.911001608291203e-05,140.8,125.4,78.6,4.4
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Generate a movie review,court,23,256,3,256,28.66,3.9092049879920796e-05,140.7,123.7,76.9,4.33
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Identify popular dishes in Mexico.,court,34,256,1,256,28.67,3.914410510647248e-05,140.9,125.4,78.8,4.4
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Identify popular dishes in Mexico.,court,34,256,2,256,28.69,3.928516962813252e-05,141.4,124.6,77.5,4.36
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Identify popular dishes in Mexico.,court,34,256,3,256,28.67,3.914143214629553e-05,140.9,125.2,78.5,4.38
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,What is unique about a hyperbole?,court,33,256,1,138,15.56,2.15683267527505e-05,77.6,68.3,42.6,4.4
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,What is unique about a hyperbole?,court,33,256,2,138,15.59,2.1625151150408295e-05,77.9,68.1,42.8,4.4
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,What is unique about a hyperbole?,court,33,256,3,138,15.57,2.1569425570938193e-05,77.6,67.4,42.2,4.37
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Write an emergency response plan,court,32,256,1,256,28.66,3.921658402588243e-05,141.2,122.8,76.6,4.32
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Write an emergency response plan,court,32,256,2,256,28.77,3.925514521032498e-05,141.3,125.0,78.1,4.36
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Write an emergency response plan,court,32,256,3,256,28.66,3.9138169494996506e-05,140.9,123.9,77.3,4.35
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Generate a quiz about physics.,court,30,256,1,256,28.71,3.9235150343335843e-05,141.2,125.3,78.6,4.37
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Generate a quiz about physics.,court,30,256,2,256,28.69,3.9178190987258665e-05,141.0,125.1,78.4,4.38
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Generate a quiz about physics.,court,30,256,3,256,28.68,3.9129424611673144e-05,140.9,123.2,76.9,4.34
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Develop a metaphor for hope.,court,28,256,1,256,28.69,3.92521767941841e-05,141.3,125.8,79.5,4.42
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Develop a metaphor for hope.,court,28,256,2,256,28.74,3.921839441933742e-05,141.2,124.7,77.8,4.36
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Develop a metaphor for hope.,court,28,256,3,256,28.72,3.91872668154256e-05,141.1,125.4,79.0,4.41
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Summarize the poem ""Beat! Beat! Drums!""",court,39,256,1,256,28.81,3.9337915433293154e-05,141.6,125.2,78.7,4.38
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Summarize the poem ""Beat! Beat! Drums!""",court,39,256,2,256,28.78,3.9283316863306674e-05,141.4,125.1,78.7,4.37
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,"Summarize the poem ""Beat! Beat! Drums!""",court,39,256,3,256,28.79,3.9339314027488865e-05,141.6,126.3,79.5,4.42
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Describe the primary colors.,court,28,256,1,163,18.36,2.5425101764520694e-05,91.5,78.9,49.1,4.33
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Describe the primary colors.,court,28,256,2,163,18.34,2.523640345825555e-05,90.9,79.5,49.7,4.38
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Describe the primary colors.,court,28,256,3,163,18.35,2.5341343778726542e-05,91.2,80.9,50.7,4.43
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Name two first aid treatments for a cut.,court,40,256,1,133,15.04,4.199221106198003e-05,151.2,65.9,41.3,4.41
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Name two first aid treatments for a cut.,court,40,256,2,133,15.07,4.196528926970782e-05,151.1,65.9,41.4,4.41
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Name two first aid treatments for a cut.,court,40,256,3,133,15.04,4.191544740097749e-05,150.9,65.0,40.9,4.37
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Write one sentence about handwashing.,court,37,256,1,57,6.54,1.0051619273829998e-05,36.2,28.6,18.0,4.39
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Write one sentence about handwashing.,court,37,256,2,57,6.52,1.0033003352502966e-05,36.1,28.4,17.7,4.44
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Write one sentence about handwashing.,court,37,256,3,57,6.52,1.0024731657868444e-05,36.1,27.9,17.3,4.39
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Who is Samantha Andrews?,court,24,256,1,256,28.66,3.917482540818657e-05,141.0,124.5,77.6,4.37
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Who is Samantha Andrews?,court,24,256,2,256,28.66,3.913712630578074e-05,140.9,125.0,78.5,4.37
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Who is Samantha Andrews?,court,24,256,3,256,28.69,3.9185412565097914e-05,141.1,125.0,78.1,4.38
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,What year did WW2 start?,court,24,256,1,22,2.61,4.775542627328549e-06,17.2,10.3,6.6,4.44
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,What year did WW2 start?,court,24,256,2,22,2.62,4.779931402799918e-06,17.2,11.2,7.0,4.37
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,What year did WW2 start?,court,24,256,3,22,2.59,4.739534175669437e-06,17.1,11.5,7.5,4.52
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Give 10 features of the sun.,court,28,256,1,256,28.66,3.920144399193414e-05,141.1,125.0,78.4,4.38
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Give 10 features of the sun.,court,28,256,2,256,28.68,3.919334036897657e-05,141.1,124.2,77.3,4.37
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Give 10 features of the sun.,court,28,256,3,256,28.79,3.9264898862877964e-05,141.4,125.3,78.2,4.37
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Write a mock newspaper headline.,court,32,256,1,256,28.69,3.918445009588939e-05,141.1,125.5,78.6,4.39
Pi5,Llama-3.2-1B,Q4_K_M,1,2048,Write a mock newspaper headline.,court,32,256,2,256,28.72,3.927702183112348e-05,141.4,125.1,78.5,4.38
