machine,modele,quantification,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,Qwen2.5-1.5B,Q3_K_L,"What are the different types of characters in the given play?
Macbeth",moyen,69,256,1,256,28.43,5.119016137121265e-05,184.3,168.1,121.0,5.92
Pi5,Qwen2.5-1.5B,Q3_K_L,"What are the different types of characters in the given play?
Macbeth",moyen,69,256,2,256,28.46,5.1286305902160234e-05,184.6,169.3,122.5,5.97
Pi5,Qwen2.5-1.5B,Q3_K_L,"What are the different types of characters in the given play?
Macbeth",moyen,69,256,3,256,28.61,5.386217339484434e-05,193.9,168.0,120.6,5.91
Pi5,Qwen2.5-1.5B,Q3_K_L,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,256,1,236,26.63,4.807240055537503e-05,173.1,157.1,113.4,5.94
Pi5,Qwen2.5-1.5B,Q3_K_L,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,256,2,236,26.64,4.8084635540712826e-05,173.1,156.1,112.2,5.88
Pi5,Qwen2.5-1.5B,Q3_K_L,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,256,3,236,26.62,4.8195867796117655e-05,173.5,159.6,115.3,6.01
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify the most suitable adverb for the following sentence
She works",moyen,70,256,1,256,28.45,5.1230200436655265e-05,184.4,170.7,123.2,6.02
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify the most suitable adverb for the following sentence
She works",moyen,70,256,2,256,28.43,5.1136583383069086e-05,184.1,165.5,118.8,5.86
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify the most suitable adverb for the following sentence
She works",moyen,70,256,3,256,28.44,5.118029946194494e-05,184.2,168.7,122.1,5.95
Pi5,Qwen2.5-1.5B,Q3_K_L,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,256,1,256,28.62,5.174373297234518e-05,186.3,166.2,118.7,5.83
Pi5,Qwen2.5-1.5B,Q3_K_L,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,256,2,256,28.62,5.164466622953459e-05,185.9,168.7,121.4,5.9
Pi5,Qwen2.5-1.5B,Q3_K_L,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,256,3,256,28.6,5.173150707527291e-05,186.2,166.7,119.7,5.89
Pi5,Qwen2.5-1.5B,Q3_K_L,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,256,1,226,25.35,4.566885040338001e-05,164.4,149.2,107.7,5.95
Pi5,Qwen2.5-1.5B,Q3_K_L,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,256,2,226,25.37,4.576736333263163e-05,164.8,151.0,109.3,5.97
Pi5,Qwen2.5-1.5B,Q3_K_L,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,256,3,226,25.33,4.559495497933075e-05,164.1,150.3,108.6,5.96
Pi5,Qwen2.5-1.5B,Q3_K_L,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,256,1,231,25.91,4.692757947393502e-05,168.9,152.7,109.7,5.92
Pi5,Qwen2.5-1.5B,Q3_K_L,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,256,2,231,25.84,4.671527790646472e-05,168.2,149.8,107.9,5.86
Pi5,Qwen2.5-1.5B,Q3_K_L,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,256,3,231,25.88,4.6913654945699226e-05,168.9,151.0,108.5,5.86
Pi5,Qwen2.5-1.5B,Q3_K_L,Describe the concept of artificial intelligence in your own words.,moyen,66,256,1,145,16.29,2.9843116639830077e-05,107.4,95.2,68.6,5.91
Pi5,Qwen2.5-1.5B,Q3_K_L,Describe the concept of artificial intelligence in your own words.,moyen,66,256,2,145,16.29,2.9787925446179943e-05,107.2,97.9,71.1,6.04
Pi5,Qwen2.5-1.5B,Q3_K_L,Describe the concept of artificial intelligence in your own words.,moyen,66,256,3,145,16.32,2.988816361503307e-05,107.6,97.2,70.1,5.97
Pi5,Qwen2.5-1.5B,Q3_K_L,Follow the given example and create a poem about a passionate sunset.,moyen,69,256,1,256,28.42,5.1025956553642664e-05,183.7,165.0,118.4,5.81
Pi5,Qwen2.5-1.5B,Q3_K_L,Follow the given example and create a poem about a passionate sunset.,moyen,69,256,2,256,28.38,5.090564255092364e-05,183.3,166.4,119.9,5.88
Pi5,Qwen2.5-1.5B,Q3_K_L,Follow the given example and create a poem about a passionate sunset.,moyen,69,256,3,256,28.44,5.1299004288002887e-05,184.7,167.6,120.5,5.92
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,256,1,256,29.15,5.332365232417587e-05,192.0,173.5,125.6,5.98
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,256,2,256,29.13,5.346164297365003e-05,192.5,173.8,126.3,6.0
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,256,3,256,29.15,5.318705395992395e-05,191.5,171.2,123.5,5.91
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,256,1,256,29.54,5.697819017014921e-05,205.1,178.2,129.8,6.04
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,256,2,256,29.54,5.710225986204667e-05,205.6,174.9,126.8,5.94
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,256,3,256,29.56,5.724396331743798e-05,206.1,178.5,129.7,6.05
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,256,1,109,12.81,2.4253841864655227e-05,87.3,75.0,54.0,5.92
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,256,2,109,12.84,2.4273729755712174e-05,87.4,76.2,55.4,6.04
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,256,3,109,12.8,2.4243657925488665e-05,87.3,75.0,54.2,5.93
Pi5,Qwen2.5-1.5B,Q3_K_L,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,256,1,103,12.69,2.716782539491208e-05,97.8,75.1,54.6,6.01
Pi5,Qwen2.5-1.5B,Q3_K_L,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,256,2,103,12.69,2.7164370936269242e-05,97.8,74.8,54.3,5.94
Pi5,Qwen2.5-1.5B,Q3_K_L,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,256,3,103,12.81,2.8331708075974837e-05,102.0,76.9,56.0,6.05
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,256,1,256,29.25,5.426108756335393e-05,195.3,172.8,125.2,5.95
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,256,2,256,29.26,5.41327404087077e-05,194.9,173.1,125.2,5.96
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,256,3,256,29.23,5.422173077191429e-05,195.2,174.0,126.2,5.98
Pi5,Qwen2.5-1.5B,Q3_K_L,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,256,1,256,28.88,5.2247170330498766e-05,188.1,173.1,125.4,6.02
Pi5,Qwen2.5-1.5B,Q3_K_L,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,256,2,256,28.85,5.2095664306814956e-05,187.5,170.2,122.9,5.92
Pi5,Qwen2.5-1.5B,Q3_K_L,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,256,3,256,28.91,5.226754655364707e-05,188.2,171.4,123.7,5.95
Pi5,Qwen2.5-1.5B,Q3_K_L,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,256,1,256,28.92,5.214952228036654e-05,187.7,172.4,125.1,5.98
Pi5,Qwen2.5-1.5B,Q3_K_L,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,256,2,256,28.95,5.256411946231208e-05,189.2,170.4,123.2,5.95
Pi5,Qwen2.5-1.5B,Q3_K_L,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,256,3,256,28.93,5.2368694146923126e-05,188.5,171.1,123.8,5.96
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,256,1,256,29.33,5.537476658161171e-05,199.3,176.4,128.2,6.03
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,256,2,256,29.34,5.5582358206022086e-05,200.1,176.0,128.2,6.02
Pi5,Qwen2.5-1.5B,Q3_K_L,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,256,3,256,29.33,5.518696953510542e-05,198.7,176.9,128.8,6.04
Pi5,Qwen2.5-1.5B,Q3_K_L,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,256,1,256,29.24,5.439251156689676e-05,195.8,171.1,123.3,5.91
Pi5,Qwen2.5-1.5B,Q3_K_L,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,256,2,256,29.25,5.390355425998692e-05,194.1,174.3,125.9,5.96
Pi5,Qwen2.5-1.5B,Q3_K_L,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,256,3,256,29.25,5.3916105922244015e-05,194.1,174.5,126.6,5.99
Pi5,Qwen2.5-1.5B,Q3_K_L,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,256,1,95,11.83,2.5186399231206442e-05,90.7,70.3,51.1,6.0
Pi5,Qwen2.5-1.5B,Q3_K_L,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,256,2,95,11.8,2.5271703175210865e-05,91.0,69.9,50.8,6.04
Pi5,Qwen2.5-1.5B,Q3_K_L,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,256,3,95,11.83,2.512687477659706e-05,90.5,69.8,51.2,5.96
Pi5,Qwen2.5-1.5B,Q3_K_L,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,256,1,256,29.53,5.6950438531575326e-05,205.0,175.9,127.9,6.02
Pi5,Qwen2.5-1.5B,Q3_K_L,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,256,2,256,29.53,5.704436887792318e-05,205.4,174.9,126.6,5.97
Pi5,Qwen2.5-1.5B,Q3_K_L,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,256,3,256,29.53,5.709034112979199e-05,205.5,176.0,127.3,5.98
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,256,1,256,31.19,6.3985363914207e-05,230.3,188.4,138.3,6.1
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,256,2,256,31.25,6.400317156587203e-05,230.4,189.2,138.0,6.06
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,256,3,256,31.24,6.422199649608791e-05,231.2,189.4,138.6,6.07
Pi5,Qwen2.5-1.5B,Q3_K_L,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,256,1,69,8.62,1.7078454475338234e-05,61.5,52.5,38.3,6.12
Pi5,Qwen2.5-1.5B,Q3_K_L,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,256,2,69,8.61,1.6843259410080162e-05,60.6,51.3,37.5,6.08
Pi5,Qwen2.5-1.5B,Q3_K_L,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,256,3,69,8.62,1.7107314116345308e-05,61.6,50.8,36.9,6.01
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,256,1,256,29.12,5.3196122439755075e-05,191.5,171.2,123.3,5.9
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,256,2,256,29.15,5.3459967909624294e-05,192.5,174.2,126.3,5.98
Pi5,Qwen2.5-1.5B,Q3_K_L,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,256,3,256,29.13,5.318335360392136e-05,191.5,174.8,126.3,6.03
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,256,1,256,29.35,5.53560431720797e-05,199.3,175.4,127.5,5.98
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,256,2,256,29.24,5.4482579103082875e-05,196.1,173.8,126.4,5.99
Pi5,Qwen2.5-1.5B,Q3_K_L,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,256,3,256,29.23,5.4125702223251825e-05,194.9,174.6,126.3,5.99
Pi5,Qwen2.5-1.5B,Q4_K_M,Does cognitive empathy exist?,court,29,16,1,16,1.43,3.497803127678689e-06,12.6,8.5,6.0,6.27
Pi5,Qwen2.5-1.5B,Q4_K_M,Does cognitive empathy exist?,court,29,16,2,16,1.44,3.534355416286437e-06,12.7,7.3,5.0,5.89
Pi5,Qwen2.5-1.5B,Q4_K_M,Does cognitive empathy exist?,court,29,16,3,16,1.43,3.5106253247329565e-06,12.6,7.8,5.4,5.74
Pi5,Qwen2.5-1.5B,Q4_K_M,Generate a movie review,court,23,16,1,16,1.4,3.393974251629027e-06,12.2,7.9,5.5,5.82
Pi5,Qwen2.5-1.5B,Q4_K_M,Generate a movie review,court,23,16,2,16,1.4,3.3755428735153654e-06,12.2,7.9,5.5,5.81
Pi5,Qwen2.5-1.5B,Q4_K_M,Generate a movie review,court,23,16,3,16,1.4,3.392444913688326e-06,12.2,8.0,5.6,5.9
Pi5,Qwen2.5-1.5B,Q4_K_M,Identify popular dishes in Mexico.,court,34,16,1,16,1.58,3.9244057882073015e-06,14.1,8.1,5.6,5.57
Pi5,Qwen2.5-1.5B,Q4_K_M,Identify popular dishes in Mexico.,court,34,16,2,16,1.49,3.7628034172011112e-06,13.5,7.9,5.3,5.4
Pi5,Qwen2.5-1.5B,Q4_K_M,Identify popular dishes in Mexico.,court,34,16,3,16,1.49,3.8105248098625246e-06,13.7,8.0,5.6,5.91
Pi5,Qwen2.5-1.5B,Q4_K_M,What is unique about a hyperbole?,court,33,16,1,16,1.48,3.7007156592215683e-06,13.3,7.9,5.3,5.45
Pi5,Qwen2.5-1.5B,Q4_K_M,What is unique about a hyperbole?,court,33,16,2,16,1.48,3.7036028842166167e-06,13.3,8.0,5.4,5.46
Pi5,Qwen2.5-1.5B,Q4_K_M,What is unique about a hyperbole?,court,33,16,3,16,1.47,3.7027811365371922e-06,13.3,7.8,5.3,5.73
Pi5,Qwen2.5-1.5B,Q4_K_M,Write an emergency response plan,court,32,16,1,16,1.43,3.5224583515574247e-06,12.7,8.4,5.9,6.16
Pi5,Qwen2.5-1.5B,Q4_K_M,Write an emergency response plan,court,32,16,2,16,1.45,3.579092056445742e-06,12.9,7.6,5.1,5.58
Pi5,Qwen2.5-1.5B,Q4_K_M,Write an emergency response plan,court,32,16,3,16,1.43,3.503765621208131e-06,12.6,8.0,5.4,5.87
Pi5,Qwen2.5-1.5B,Q4_K_M,Generate a quiz about physics.,court,30,16,1,16,1.48,3.707262031982029e-06,13.3,8.7,6.0,5.94
Pi5,Qwen2.5-1.5B,Q4_K_M,Generate a quiz about physics.,court,30,16,2,16,1.48,3.703728948023213e-06,13.3,7.8,5.4,5.76
Pi5,Qwen2.5-1.5B,Q4_K_M,Generate a quiz about physics.,court,30,16,3,16,1.46,3.6288590436841187e-06,13.1,7.3,5.0,5.92
Pi5,Qwen2.5-1.5B,Q4_K_M,Develop a metaphor for hope.,court,28,16,1,16,1.48,3.7083870940527845e-06,13.4,8.1,5.4,5.54
Pi5,Qwen2.5-1.5B,Q4_K_M,Develop a metaphor for hope.,court,28,16,2,16,1.46,3.6473083036902183e-06,13.1,8.1,5.5,5.94
Pi5,Qwen2.5-1.5B,Q4_K_M,Develop a metaphor for hope.,court,28,16,3,16,1.64,6.006556089756706e-06,21.6,9.5,6.5,6.0
Pi5,Qwen2.5-1.5B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,16,1,16,1.56,3.946431121402073e-06,14.2,8.8,6.2,6.03
Pi5,Qwen2.5-1.5B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,16,2,16,1.57,3.961305046661574e-06,14.3,8.0,5.5,5.5
Pi5,Qwen2.5-1.5B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,16,3,16,1.55,3.942846773436201e-06,14.2,8.6,6.2,6.32
Pi5,Qwen2.5-1.5B,Q4_K_M,Describe the primary colors.,court,28,16,1,16,1.43,3.4987972324321185e-06,12.6,8.2,5.8,6.06
Pi5,Qwen2.5-1.5B,Q4_K_M,Describe the primary colors.,court,28,16,2,16,1.43,3.5232191197961453e-06,12.7,7.6,5.2,5.62
Pi5,Qwen2.5-1.5B,Q4_K_M,Describe the primary colors.,court,28,16,3,16,1.43,3.5252950657973593e-06,12.7,7.9,5.6,5.85
Pi5,Qwen2.5-1.5B,Q4_K_M,Name two first aid treatments for a cut.,court,40,16,1,16,1.51,3.857901187078873e-06,13.9,7.7,5.3,5.65
Pi5,Qwen2.5-1.5B,Q4_K_M,Name two first aid treatments for a cut.,court,40,16,2,16,1.51,3.870747534954585e-06,13.9,8.1,5.7,5.97
Pi5,Qwen2.5-1.5B,Q4_K_M,Name two first aid treatments for a cut.,court,40,16,3,16,1.5,3.864187963798878e-06,13.9,7.5,5.1,5.48
Pi5,Qwen2.5-1.5B,Q4_K_M,Write one sentence about handwashing.,court,37,16,1,16,1.49,3.8122090745434244e-06,13.7,7.7,5.3,5.69
Pi5,Qwen2.5-1.5B,Q4_K_M,Write one sentence about handwashing.,court,37,16,2,16,1.51,3.869461007539468e-06,13.9,8.6,6.0,5.93
Pi5,Qwen2.5-1.5B,Q4_K_M,Write one sentence about handwashing.,court,37,16,3,16,1.48,3.761987677722584e-06,13.5,7.9,5.5,5.79
Pi5,Qwen2.5-1.5B,Q4_K_M,Who is Samantha Andrews?,court,24,16,1,16,1.46,3.6093445436796633e-06,13.0,7.8,5.3,5.76
Pi5,Qwen2.5-1.5B,Q4_K_M,Who is Samantha Andrews?,court,24,16,2,16,1.43,3.5013596177376204e-06,12.6,8.1,5.7,5.99
Pi5,Qwen2.5-1.5B,Q4_K_M,Who is Samantha Andrews?,court,24,16,3,16,1.43,3.4968545620352582e-06,12.6,7.2,5.0,5.88
Pi5,Qwen2.5-1.5B,Q4_K_M,What year did WW2 start?,court,24,16,1,16,1.49,3.806078155204698e-06,13.7,8.6,5.9,5.9
Pi5,Qwen2.5-1.5B,Q4_K_M,What year did WW2 start?,court,24,16,2,16,1.49,3.7985592960283596e-06,13.7,7.8,5.4,5.73
Pi5,Qwen2.5-1.5B,Q4_K_M,What year did WW2 start?,court,24,16,3,16,1.49,3.7859055855337484e-06,13.6,8.3,5.9,6.1
Pi5,Qwen2.5-1.5B,Q4_K_M,Give 10 features of the sun.,court,28,16,1,16,1.49,3.808727822778211e-06,13.7,7.8,5.4,5.76
Pi5,Qwen2.5-1.5B,Q4_K_M,Give 10 features of the sun.,court,28,16,2,16,1.49,3.7911575721331494e-06,13.6,7.7,5.3,5.7
Pi5,Qwen2.5-1.5B,Q4_K_M,Give 10 features of the sun.,court,28,16,3,16,1.58,3.935132938946511e-06,14.2,8.2,5.7,5.63
Pi5,Qwen2.5-1.5B,Q4_K_M,Write a mock newspaper headline.,court,32,16,1,16,1.46,3.6522640241999753e-06,13.1,8.0,5.6,5.88
Pi5,Qwen2.5-1.5B,Q4_K_M,Write a mock newspaper headline.,court,32,16,2,16,1.45,3.6062142291147214e-06,13.0,8.1,5.7,5.98
Pi5,Qwen2.5-1.5B,Q4_K_M,Write a mock newspaper headline.,court,32,16,3,16,1.46,3.6456140061772133e-06,13.1,6.6,4.5,5.37
Pi5,Qwen2.5-1.5B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,1,16,1.6,4.001958575109081e-06,14.4,8.8,6.2,6.03
Pi5,Qwen2.5-1.5B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,2,16,1.6,4.020231863427199e-06,14.5,8.1,5.6,5.53
Pi5,Qwen2.5-1.5B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,16,3,16,1.61,4.016855755290886e-06,14.5,8.9,6.1,5.64
Pi5,Qwen2.5-1.5B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,1,16,1.66,4.067563552222661e-06,14.6,9.0,6.4,6.16
Pi5,Qwen2.5-1.5B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,2,16,1.68,4.136212220145694e-06,14.9,9.5,6.7,6.02
Pi5,Qwen2.5-1.5B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,16,3,16,1.67,4.110029502238074e-06,14.8,9.4,6.7,5.91
Pi5,Qwen2.5-1.5B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,1,16,1.62,4.019653275524647e-06,14.5,9.7,6.9,6.14
Pi5,Qwen2.5-1.5B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,2,16,1.61,4.019243297125201e-06,14.5,8.1,5.6,5.55
Pi5,Qwen2.5-1.5B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,16,3,16,1.62,4.02085897546973e-06,14.5,9.9,7.2,6.27
Pi5,Qwen2.5-1.5B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,1,16,1.8,4.313030015316144e-06,15.5,10.0,7.3,6.28
Pi5,Qwen2.5-1.5B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,2,16,1.81,4.3249411699351214e-06,15.6,8.9,6.3,5.59
Pi5,Qwen2.5-1.5B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,16,3,16,1.81,4.343474807153354e-06,15.6,10.8,7.9,6.41
Pi5,Qwen2.5-1.5B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,1,11,1.27,2.9988999404288617e-06,10.8,6.6,4.7,5.87
Pi5,Qwen2.5-1.5B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,2,11,1.26,2.978019359418195e-06,10.7,7.0,4.9,6.19
Pi5,Qwen2.5-1.5B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,16,3,11,1.29,3.0476709240865943e-06,11.0,6.7,4.7,5.42
Pi5,Qwen2.5-1.5B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,1,16,1.55,3.912155839958519e-06,14.1,8.2,5.8,6.03
Pi5,Qwen2.5-1.5B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,2,16,1.54,3.9260694733249075e-06,14.1,8.4,6.0,6.17
Pi5,Qwen2.5-1.5B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,16,3,16,1.56,3.929324333637627e-06,14.1,7.9,5.8,6.42
Pi5,Qwen2.5-1.5B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,1,16,1.89,4.433098582971711e-06,16.0,9.8,6.9,5.83
Pi5,Qwen2.5-1.5B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,2,16,1.84,4.365392817484207e-06,15.7,11.0,8.1,6.52
Pi5,Qwen2.5-1.5B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,16,3,16,1.84,4.3770978732199865e-06,15.8,11.4,8.3,6.31
Pi5,Qwen2.5-1.5B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,1,16,1.58,3.9976616033201425e-06,14.4,9.3,6.4,5.94
Pi5,Qwen2.5-1.5B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,16,2,16,1.61,4.015415347161873e-06,14.5,9.1,6.4,5.74
